Route_Name,Route_URL,Bus_Name,Bus_Type,Departure_Time,Reaching_Time,Duration,Rating,Price,Seat_Availability
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,NEELKANTH TRAVELS,A/C Seater Push Back (2+2),5:15,8:30,03h 15m,4.6,300,34
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,WARISPIYA TRAVELS,AC Seater (2+2),5:45,9:00,03h 15m,3.9,360,35
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Orient Transline,A/C Seater (2+1),5:55,9:00,03h 05m,4.1,342.86,33
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,WARISPIYA TRAVELS,Bharat Benz A/C Seater (2+2),6:30,10:25,03h 55m,4,360,33
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Orient Transline,NON A/C Seater (2+1),6:35,10:00,03h 25m,3.9,285.71,34
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Orient Transline,A/C Seater (2+1),7:35,11:00,03h 25m,3.7,342.86,30
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,WARISPIYA TRAVELS,AC Seater (2+2),7:45,12:00,04h 15m,4.2,360,35
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Mahalaxmi Travels,Tata A/C Seater (2+2),9:55,13:45,03h 50m,3.6,300,40
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,KIRAN TRAVELS,A/C Seater (2+1),12:00,17:30,05h 30m,3.8,324,26
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),15:00,19:15,04h 15m,4.2,360,37
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),21:30,3:30,06h 00m,3.1,400,18
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Kalpana Travels,AC Seater (2+2),8:50,12:30,03h 40m,1.9,342,44
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Brindaban Travels,Non AC Seater (2+2),9:15,13:15,04h 00m,2.7,315,35
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Karisma (Aziba),NON A/C Seater (2+1),9:45,14:10,04h 25m,2.6,350,28
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,PANKAJ TRAVELS,AC Seater (2+2),13:10,17:50,04h 40m,N/A,350,40
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Himalayan Travels,NON A/C Seater (2+2),23:40,4:00,04h 20m,2.2,450,35
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,DESTINY TRAVELS,NON A/C Seater (2+1),23:45,3:45,04h 00m,1.8,399,35
Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),22:15,3:45,05h 30m,3.7,550,24
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Karisma (Aziba),NON A/C Seater (2+1),5:45,10:40,04h 55m,3,350,24
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),6:45,11:10,04h 25m,4.4,400,37
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Yatra Travels,NON A/C Seater (2+1),7:00,12:00,05h 00m,3.3,450,27
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,NEELKANTH TRAVELS,A/C Seater Push Back (2+2),9:05,14:30,05h 25m,4.5,300,39
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Orient Transline,A/C Seater (2+1),11:30,15:30,04h 00m,4,380.95,30
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Orient Transline,NON A/C Seater (2+1),12:15,17:35,05h 20m,4.2,300,35
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Orient Transline,A/C Seater (2+1),13:00,17:30,04h 30m,4.1,380.95,37
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,WARISPIYA TRAVELS,AC Seater (2+2),15:00,18:40,03h 40m,4.6,360,36
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,WARISPIYA TRAVELS,AC Seater (2+2),15:35,19:15,03h 40m,4.1,360,37
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,WARISPIYA TRAVELS,Bharat Benz A/C Seater (2+2),16:15,19:40,03h 25m,4.2,360,35
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Yatra Travels,NON A/C Seater (2+1),18:00,23:30,05h 30m,3.4,400,31
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Yatra Travels,NON AC Seater/ Sleeper (2+1),20:00,0:00,04h 00m,3.5,400,45
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,BARBIE TRAVELS,A/C Seater Push Back (2+2),5:30,10:00,04h 30m,N/A,350,40
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,PANKAJ TRAVELS,A/C Seater (2+1),6:10,10:30,04h 20m,N/A,416,22
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,KIRAN TRAVELS,Non AC Seater (2+1),7:05,11:30,04h 25m,2.4,315,37
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,NETWORK TRAVELS,NON A/C Seater Push Back (2+2),9:30,16:15,06h 45m,1.8,250,34
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),9:30,13:00,03h 30m,2.3,350,31
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Volenath,Non AC Seater (2+2),11:30,16:30,05h 00m,1.4,280,40
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Mahalaxmi Travels,Tata A/C Seater (2+2),14:35,18:30,03h 55m,2.7,300,40
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Kalpana Travels,AC Seater (2+2),16:50,20:15,03h 25m,2.1,342,44
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Brindaban Travels,Non AC Seater (2+2),17:15,21:15,04h 00m,1.8,315,35
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,DESTINY TRAVELS,NON A/C Seater (2+1),18:45,23:30,28h 45m,1.8,408,32
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),19:15,0:30,05h 15m,2.4,500,31
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,1:15,05h 15m,2.5,500,31
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Himalayan Travels,NON A/C Seater (2+2),20:30,2:30,06h 00m,N/A,450,35
Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,KIRAN TRAVELS,A/C Seater (2+1),20:40,0:30,03h 50m,3.1,540,23
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Purple Wings Coaches,A/C Seater / Sleeper (2+1),4:00,6:45,02h 45m,3.5,440,45
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,NEELKANTH TRAVELS,A/C Seater Push Back (2+2),6:25,8:30,02h 05m,4.6,250,35
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Kareng Travels,Non AC Seater (2+2),7:15,9:30,02h 15m,3.7,285,33
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Orient Transline,A/C Seater (2+1),7:20,9:00,01h 40m,4.7,333.33,34
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Orient Transline,NON A/C Seater (2+1),8:05,10:00,01h 55m,4.3,285.71,33
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Orient Transline,A/C Seater (2+1),8:50,11:00,02h 10m,3.3,333.33,37
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Anindita Travels,NON A/C Seater (2+1),9:15,11:30,02h 15m,4.7,450,37
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Mahalaxmi Travels,Tata A/C Seater (2+2),11:10,13:45,02h 35m,4.5,250,40
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,NETWORK TRAVELS,NON A/C Seater (2+2),12:00,14:30,02h 30m,3.7,350,40
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Kareng Travels,Bharat Benz A/C Seater (2+1),13:20,16:00,02h 40m,3.7,300,33
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,JOY HANUMAN,Non AC Seater (2+2),13:30,16:30,03h 00m,3.1,200,29
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Kareng Travels,Non AC Seater (2+1),14:15,16:30,02h 15m,3.7,300,34
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),16:45,19:15,02h 30m,4.1,270,37
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,PANKAJ TRAVELS,AC Seater (2+2),14:50,17:50,03h 00m,N/A,300,40
Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Christina Travels,NON A/C Seater (2+2),16:00,18:20,02h 20m,2.8,650,28
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Kareng Travels,Non AC Seater (2+1),5:00,7:30,02h 30m,4.6,300,34
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,NETWORK TRAVELS,NON A/C Seater (2+2),6:30,10:00,03h 30m,3.7,350,40
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,SHIVAM TRAVELS,NON A/C Seater (2+2),6:45,9:30,02h 45m,4.3,300,37
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Deep Travels,Non AC Seater (2+1),7:30,10:00,02h 30m,3.7,250,30
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,NEELKANTH TRAVELS,A/C Seater Push Back (2+2),9:05,12:00,02h 55m,4.1,250,1
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Kareng Travels,A/C Seater (2+1),9:30,13:00,03h 30m,4.6,300,37
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Orient Transline,A/C Seater (2+1),11:30,14:25,02h 55m,3.6,285.71,37
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Kareng Travels,Non AC Seater (2+2),11:45,14:45,03h 00m,4.6,266,45
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Orient Transline,NON A/C Seater (2+1),12:15,15:30,03h 15m,4.5,285.71,35
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Orient Transline,A/C Seater (2+1),13:00,15:45,02h 45m,4.2,333.33,37
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Megha Transport,NON A/C Seater / Sleeper (3+1),19:30,22:15,02h 45m,3.6,500,45
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Baikuntha Transport Service,Bharat Benz A/C Seater (2+1),8:00,11:30,03h 30m,2.9,395,37
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Anindita Travels,NON A/C Seater (2+1),12:30,15:45,03h 15m,2.9,400,37
Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,DESTINY TRAVELS,NON A/C Seater (2+1),18:45,21:50,03h 05m,1.8,428,32
Goalpara to Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Balaji Tours And Travels,NON A/C Seater (2+2),10:45,14:45,04h 00m,2.3,162,33
Goalpara to Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Balaji Tours And Travels,NON A/C Seater Push Back (2+2),11:15,15:35,04h 20m,2.3,162,41
Goalpara to Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Balaji Tours And Travels,NON A/C Seater (2+2),12:00,16:20,04h 20m,2.3,162,33
Goalpara to Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Balaji Tours And Travels,NON A/C Seater (2+2),12:15,16:30,04h 15m,2.3,162,33
Goalpara to Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Balaji Tours And Travels,NON A/C Seater Push Back (2+2),13:00,17:00,04h 00m,2.3,162,41
Goalpara to Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Balaji Tours And Travels,NON A/C Seater (2+2),13:30,17:00,03h 30m,2.3,162,33
Goalpara to Guwahati,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Balaji Tours And Travels,NON A/C Seater (2+2),14:15,17:15,03h 00m,2.3,162,33
Jorhat to North Lakhimpur,https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur,Padmanav Travels,NON A/C Seater Push Back (2+2),6:00,13:45,07h 45m,3.7,590,41
Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Yatra,Non AC Seater (2+2),20:15,3:30,07h 15m,2.6,350,40
Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Arifa Travels,A/C Seater (2+2),6:30,13:00,06h 30m,1.7,350,40
Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Yatra,Non AC Seater (2+2),11:15,18:45,07h 30m,1.7,300,41
Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Maa monosha travels,Non AC Seater (2+2),6:15,13:15,07h 00m,N/A,350,40
Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Maa monosha travels,Non AC Seater (2+2),6:45,13:45,07h 00m,N/A,350,40
Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Maa monosha travels,A/C Seater (2+2),4:50,11:20,06h 30m,N/A,350,41
Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00,3:30,07h 30m,N/A,350,38
Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Rizwan Travels,Non AC Seater (2+2),12:15,19:15,07h 00m,N/A,300,45
Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Rizwan Travels,Non AC Seater (2+2),12:30,20:00,07h 30m,N/A,300,45
Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Arifa Travels,Non AC Seater (2+2),5:30,11:00,05h 30m,1.7,300,44
Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Yatra,Non AC Seater (2+2),13:15,20:30,07h 15m,2.5,300,41
Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Arifa Travels,Non AC Seater (2+2),6:40,13:30,06h 50m,1.7,300,44
Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Yatra,Non AC Seater (2+2),8:15,15:30,07h 15m,2.3,350,40
Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Yatra,Non AC Seater (2+2),6:30,12:45,06h 15m,1.1,300,41
Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Maa monosha travels,Non AC Seater (2+2),14:00,21:30,07h 30m,N/A,350,40
Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Maa monosha travels,Non AC Seater (2+2),14:30,22:00,07h 30m,N/A,350,40
Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Rizwan Travels,Non AC Seater (2+2),4:45,11:00,06h 15m,N/A,300,45
Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Rizwan Travels,Non AC Seater (2+2),5:15,11:30,06h 15m,N/A,300,45
Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,MAA MONOSHA TRAVELS,NON A/C Seater (2+1),10:00,17:30,07h 30m,N/A,350,38
Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Maa monosha travels,A/C Seater (2+2),12:30,19:30,07h 00m,1.6,350,41
North Lakhimpur to Jorhat,https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat,Priyanka,NON A/C Seater (2+1),17:30,5:05,11h 35m,3.4,600,34
North Lakhimpur to Jorhat,https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat,Padmanav Travels,NON A/C Seater Push Back (2+2),5:30,13:35,08h 05m,2.7,590,41
Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Megha Transport,NON A/C Seater / Sleeper (3+1),3:15,6:15,03h 00m,3.6,400,38
Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),4:01,8:30,04h 29m,3.7,300,33
Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Basudev Transline,A/C Seater (2+2),10:00,14:10,04h 10m,3.5,299,28
Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,NETWORK TRAVELS,A/C Seater Push Back (2+2),12:15,16:00,03h 45m,3.7,350,40
Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Baikuntha Transport Service,Bharat Benz A/C Sleeper (2+1),4:00,7:15,03h 15m,2.8,404,50
Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,NEELAKANTHA (RIYA),Tempo Traveler NON A/C,10:00,10:00,--,N/A,250,20
Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Christina Travels,NON A/C Seater (2+2),12:30,16:30,04h 00m,2.8,420,45
Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Purple Wings Coaches,A/C Seater / Sleeper (2+1),1:15,4:30,03h 15m,3.2,566,22
Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Aniruddha Travels,AC Seater (2+2),11:45,16:15,04h 30m,3.5,500,44
Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,RAYAN TRAVELS,Bharat Benz A/C Seater (2+1),12:30,16:15,03h 45m,3.6,600,19
Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,MADHURIKA TRAVELS,A/C Seater (2+1),12:45,17:00,04h 15m,3.9,509,35
Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),13:30,17:00,03h 30m,4.2,550,35
Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),20:00,4:00,08h 00m,3.5,550,41
Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Aniruddha Travels,AC Seater (2+2),7:50,16:15,08h 25m,3.6,500,39
Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,4:00,06h 30m,N/A,600,48
Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Puja Transport,NON AC Seater / Sleeper 2+1,20:00,4:30,08h 30m,3.6,550,26
Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Puja Transport,Non AC Seater (2+2),20:00,5:00,09h 00m,2.2,550,27
Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,4:00,08h 15m,2,470,49
Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,J.S. Travels,Non AC Seater (2+1),21:00,4:00,07h 00m,2.3,550,32
Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Maa Laxmi,NON A/C Seater Push Back (2+1),22:15,5:30,07h 15m,2.5,550,36
Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,MOON TRAVELS,AC Seater (2+2),7:15,15:20,08h 05m,2.6,523,40
Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Neha Travels,Non AC Seater (2+1),22:40,7:00,08h 20m,2.1,650,35
Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Neha Travels,NON A/C Seater (2+2),22:10,4:00,05h 50m,2.6,650,35
Haflong to Guwahati,https://www.redbus.in/bus-tickets/haflong-to-guwahati,JOY HANUMAN,Non AC Seater (2+2),7:30,16:30,09h 00m,4.1,627,16
Haflong to Guwahati,https://www.redbus.in/bus-tickets/haflong-to-guwahati,Deep Travels,Non AC Seater (2+1),17:45,4:30,10h 45m,4.1,650,29
Haflong to Guwahati,https://www.redbus.in/bus-tickets/haflong-to-guwahati,NETWORK TRAVELS,NON A/C Seater (2+1),18:00,4:00,10h 00m,4.5,600,21
North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),6:00,10:20,04h 20m,N/A,240,40
North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,PANKAJ TRAVELS,NON A/C Hi-Tech Push Back (2+2),7:25,11:15,03h 50m,N/A,240,39
North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),7:55,12:30,04h 35m,N/A,240,40
North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,Maa Jagadamba,NON A/C Seater (2+3),9:20,13:30,04h 10m,2.2,250,39
North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,Maa Jagadamba,A/C Seater Push Back (2+2),9:40,14:25,04h 45m,2.2,260,41
North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,BARBIE TRAVELS,A/C Seater Push Back (2+2),10:20,13:40,03h 20m,N/A,280,40
North Lakhimpur to Dibrugarh,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,Air Bus Travels,NON AC Seater / Sleeper 2+1,21:00,3:00,06h 00m,3.4,400,46
Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Purple Wings Coaches,A/C Seater / Sleeper (2+1),1:15,5:45,04h 30m,3.9,575,16
Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Megha Transport,NON A/C Seater / Sleeper (3+1),3:15,6:45,03h 30m,3.6,500,38
Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Aniruddha Travels,AC Seater (2+2),11:45,17:30,05h 45m,4.3,500,42
Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,NETWORK TRAVELS,Non A/C Seater / Sleeper (2+1),0:30,5:30,05h 00m,2.9,350,23
Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),4:01,9:30,05h 29m,2.6,300,35
Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Christina Travels,NON A/C Seater (2+2),12:30,18:00,05h 30m,2.1,450,45
Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,MADHURIKA TRAVELS,A/C Seater (2+1),12:45,18:00,05h 15m,2.2,555,35
Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Aniruddha Travels,AC Seater (2+2),7:30,15:35,08h 05m,4.4,500,35
Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Puja Transport,NON AC Seater / Sleeper 2+1,20:00,5:00,09h 00m,3.6,550,44
Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:50,4:30,08h 40m,3.6,470,40
Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),18:45,3:00,08h 15m,N/A,600,50
Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Puja Transport,Non AC Seater (2+2),19:15,4:00,08h 45m,3.1,550,35
Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,J.S. Travels,Non AC Seater (2+1),19:00,4:00,09h 00m,2.7,500,31
Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,MOON TRAVELS,AC Seater (2+2),9:10,17:00,07h 50m,2.7,570,39
Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Maa Laxmi,NON A/C Seater Push Back (2+1),17:30,1:00,07h 30m,2.7,550,35
Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Neha Travels,NON A/C Seater (2+2),17:00,3:15,10h 15m,2.3,650,35
Dibrugarh to Tezpur,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Neha Travels,NON A/C Seater (2+2),17:15,5:00,11h 45m,2.3,650,35
Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Karisma (Aziba),NON A/C Seater (2+1),5:45,11:50,06h 05m,4.5,400,24
